qseqid,frequency
sulfotransferase 1A3 isoform X12 [Homo sapiens],1
"hypothetical protein AZ045_001097, partial [Enterobacter hormaechei]",3
"GTP-binding protein, partial [Salmonella enterica]",1
hypothetical protein MG293_017184 [Ovis ammon polii],5
hypothetical protein WHE01_17600 [Weissella hellenica],5
"Chain A, Pin3p",1
hypothetical protein NPIL_642691 [Nephila pilipes],1
hypothetical protein BTHE68_37520 [Burkholderia sp. THE68],2
metalloregulator ArsR/SmtB family transcription factor [Serratia marcescens],1
hypothetical protein [Aureimonas altamirensis],1
MAG: hypothetical protein CFR70_13735 [Rhodocyclaceae bacterium],12
uncharacterized protein HKW66_Vig0249540 [Vigna angularis],1
"hypothetical protein SMU75_09710, partial [Streptococcus mutans N3209]",3
conserved hypothetical protein [Burkholderia sp. 8Y],1
Uncharacterised protein [Collinsella intestinalis],2
hypothetical protein BMULJ_05093 [Burkholderia multivorans ATCC 17616],4
hypothetical protein Csp_D29550 [Curvibacter putative symbiont of Hydra magnipapillata],5
hypothetical protein LR68_04465 [Anoxybacillus sp. BCO1],1
hypothetical protein ECSP_1869 [Escherichia coli O157:H7 str. TW14359],2
hypothetical protein GCM10008024_41170 [Allgaiera indica],2
VOC family protein [Phyllobacterium calauticae],1
putative uncharacterized protein [Carnobacterium maltaromaticum LMA28],4
hypothetical protein ALP58_03924 [Pseudomonas savastanoi],4
hypothetical protein AVP43_02707 [Geobacillus stearothermophilus],1
hypothetical protein F01_190074 [Burkholderia cenocepacia],9
hypothetical protein PUN4_770056 [Paraburkholderia unamae],2
hypothetical protein DBR45_61200 [Pseudomonas sp. HMWF031],3
"GTP-binding protein, partial [Acinetobacter baumannii]",1
4Fe-4S binding protein [Methyloversatilis universalis],1
TetR/AcrR family transcriptional regulator [Phyllobacterium calauticae],1
"hypothetical protein, partial [Salmonella enterica]",1
"FAD-dependent oxidoreductase, partial [Weissella cibaria]",1
"RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]",6
Hypothetical protein Tpal_2471 [Trichococcus palustris],9
hypothetical protein XAC3810_330036 [Xanthomonas citri pv. citri],1
hypothetical protein HMPREF1043_0707 [Streptococcus anginosus subsp. whileyi CCUG 39159],1
hypothetical protein EQ835_09965 [Latilactobacillus sakei],6
"LOW QUALITY PROTEIN: protein GVQW1-like, partial [Hylobates moloch]",1
"MAG: putative glycosyl transferase (Glycosyl transferase family 2), partial [bacterium P201]",3
hypothetical protein L243_09780 [Salmonella enterica subsp. enterica serovar Worthington str. BCH-3008],1
identified by metageneannotator [Pragia fontium],3
conserved hypothetical protein [Streptomyces viridochromogenes DSM 40736],1
conserved hypothetical protein [Rhodococcus sp. RD6.2],1
16S rRNA (cytosine(1402)-N(4))-methyltransferase [Weissella confusa],1
hypothetical protein Ddc_18896 [Ditylenchus destructor],1
hypothetical protein SKA34_17698 [Photobacterium sp. SKA34],4
"hypothetical protein SLIQ_24765, partial [Serratia liquefaciens FK01]",1
"hypothetical protein AcdelDRAFT_2240, partial [Acidovorax delafieldii 2AN]",3
hypothetical protein [uncultured beta proteobacterium HF0130_04F21],2
hypothetical protein Phpb_00396 [Photorhabdus namnaonensis],6
hypothetical protein FA14DRAFT_128574 [Meira miltonrushii],2
conserved hypothetical protein [Lactococcus piscium],2
hypothetical protein BN164_2100006 [Clostridioides difficile T20],2
Cell wall-associated hydrolase [Neisseria meningitidis],1
hypothetical protein DP49_5733 [Burkholderia pseudomallei],7
hypothetical protein BN2476_1840002 [Paraburkholderia piptadeniae],1
"hypothetical protein IIQ_04344, partial [Bacillus cereus VD118]",1
"2,5-diketo-D-gluconic acid reductase B [Escherichia coli KTE56]",5
hypothetical protein [Zea mays],1
hypothetical protein HMPREF9348_05618 [Escherichia coli MS 145-7],16
"pG1 protein, partial [Carboxydocella sp. JDF658]",3
"MAG: N-acetyl-gamma-glutamyl-phosphate reductase, partial [Polynucleobacter sp. 35-46-11]",1
hypothetical protein DET57_13522 [Klebsiella oxytoca],2
hypothetical protein HMPREF9439_01519 [Parasutterella excrementihominis YIT 11859],9
"putative cell wall-associated hydrolase, partial [Acinetobacter baumannii 1571545]",3
cell wall-associated hydrolase [Vibrio cholerae CP1046(19)],2
hypothetical protein BD31_I1797 [Candidatus Nitrosopumilus salaria BD31],2
"Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome {ECO:0000313|EMBL:CCI75589.1} [Pantoea ananatis]",4
hypothetical protein MCC01951_02950 [Bifidobacteriaceae bacterium MCC01951],1
hypothetical protein Csp_D29600 [Curvibacter putative symbiont of Hydra magnipapillata],5
"hypothetical protein DACRYDRAFT_51410, partial [Dacryopinax primogenitus]",2
"hypothetical protein AZZ76_004805, partial [Klebsiella pneumoniae]",3
hypothetical protein NOVOSPHI9U_20200 [Novosphingobium sp. 9U],1
hypothetical protein ACI8B_40074 [Acinetobacter proteolyticus],1
protein of unknown function [Cupriavidus taiwanensis],2
"hypothetical protein CMV_028112, partial [Castanea mollissima]",1
"hypothetical protein P168DRAFT_340506, partial [Aspergillus campestris IBT 28561]",1
hypothetical protein C1H88_11255 [Streptococcus agalactiae],1
conserved hypothetical protein [Oceanicaulis sp. 350],1
hypothetical protein BUL36_24735 [Vibrio parahaemolyticus],4
unnamed protein product [Heterotrigona itama],1
hypothetical protein PJE062_955 [Pseudovibrio sp. JE062],1
Uncharacterized protein APZ42_005135 [Daphnia magna],7
hypothetical protein FRC0190_01927 [Corynebacterium rouxii],3
hypothetical protein SI859A1_01496 [Aurantimonas manganoxydans SI85-9A1],8
hypothetical protein GQ600_789 [Phytophthora cactorum],1
hypothetical protein GCM10011315_43960 [Roseovarius pacificus],2
unnamed protein product [Homo sapiens],2
hypothetical protein [Paenibacillus castaneae],4
hypothetical protein SCDLUD_001819 [Saccharomycodes ludwigii],1
"hypothetical protein AZ016_004614, partial [Klebsiella pneumoniae]",3
hypothetical protein LBSG162_25420 [Lentilactobacillus buchneri subsp. silagei],1
conserved hypothetical protein [Agrobacterium tumefaciens str. CFBP 5621],2
"hypothetical protein N665_3923s0001, partial [Sinapis alba]",1
"MAG: isocitrate lyase, partial [Pseudomonas sp.]",1
MAG: hypothetical protein EVA32_02495 [Chloroflexota bacterium],1
hypothetical protein LPLWJ_34070 [Lactiplantibacillus plantarum WJL],6
hypothetical protein FXW26_05315 [Candidatus Liberibacter asiaticus],6
hypothetical protein BWZ13_01995 [Lactobacillus iners],4
Cell wall-associated hydrolase [Roseobacter sp. AzwK-3b],2
"hypothetical protein PILCRDRAFT_751960, partial [Piloderma croceum F 1598]",1
hypothetical protein HMPREF9349_05394 [Escherichia coli MS 79-10],2
"hypothetical protein PENVUL_c172G01260, partial [Penicillium vulpinum]",1
"hypothetical protein, partial [Paraburkholderia sp. Se-20369]",1
hypothetical protein IV68_GL001062 [Weissella halotolerans DSM 20190],6
hypothetical protein CBM2587_A90042 [Cupriavidus taiwanensis],3
hypothetical protein NK6_9671 [Bradyrhizobium diazoefficiens],2
hypothetical protein lpg0307 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],1
"hypothetical protein EA95_02947, partial [Enterococcus faecium]",8
hypothetical protein BBO01nite_50530 [Brevibacillus borstelensis],1
"ABC transporter substrate-binding protein, partial [Herbaspirillum sp. B501]",1
hypothetical protein B0W01_13825 [Serratia marcescens],2
hypothetical protein BUV99_11835 [Corynebacterium diphtheriae],6
hypothetical protein C1T25_01365 [Bacillus cereus],4
hypothetical protein ATCR1_24930 [Agrobacterium tumefaciens CCNWGS0286],3
hypothetical protein Lal_00013650 [Lupinus albus],6
AclQ [Burkholderia sp. AU4i],1
"Hsp70 family protein, partial [Undibacterium luofuense]",1
hypothetical protein [uncultured Sphingobacteriales bacterium HF0010_19H17],2
"MAG: hypothetical protein AVDCRST_MAG15-1275, partial [uncultured Rubellimicrobium sp.]",1
hypothetical protein AWRIB568_488 [Oenococcus oeni AWRIB568],2
hypothetical protein BRAS3843_3160022 [Bradyrhizobium sp. STM 3843],1
hypothetical protein DP49_2425 [Burkholderia pseudomallei],10
"(d)CMP kinase, partial [Serratia sp. PGPR-27]",1
spore coat protein [bacterium BFN5],1
hypothetical protein RAZWK3B_11301 [Roseobacter sp. AzwK-3b],1
"hypothetical protein CHT98_33420, partial [Azospirillum brasilense]",1
hypothetical protein FC87_GL000713 [Fructilactobacillus florum DSM 22689 = JCM 16035],1
"hypothetical protein G765_00202, partial [Escherichia coli HVH 104 (4-6977960)]",1
hypothetical protein VF12_36795 [Nostoc linckia z15],1
UNKNOWN [Stylonychia lemnae],4
"conserved hypothetical protein, partial [Sinorhizobium arboris LMG 14919]",1
conserved hypothetical protein [Pseudovibrio sp. JE062],1
"unnamed protein product, partial [Nymphaea colorata]",6
hypothetical protein CTZ27_38730 [Streptomyces griseocarneus],10
MAG: cell wall-associated hydrolase [Marinobacter sp. T13-3],3
hypothetical protein G6F57_018615 [Rhizopus arrhizus],3
hypothetical protein BCV70DRAFT_50510 [Testicularia cyperi],1
"nitric oxide reductase, partial [uncultured prokaryote]",5
hypothetical protein [uncultured gamma proteobacterium HF0010_16J05],1
unnamed protein product [Sepia pharaonis],4
Cell wall-associated hydrolase [Blattabacterium sp. (Blaberus giganteus)],2
"hypothetical protein BVRB_034950, partial [Beta vulgaris subsp. vulgaris]",1
hypothetical protein HMPREF0526_10001 [Lactobacillus jensenii JV-V16],2
"preprotein translocase subunit SecY, partial [Pseudomonas sp. MWU13-2625]",1
conserved hypothetical protein [Klebsiella quasipneumoniae subsp. quasipneumoniae],1
PRO0483 [Homo sapiens],1
filamin-binding LIM protein 1 isoform b [Homo sapiens],1
hypothetical protein HZU73_07181 [Apis mellifera caucasica],1
hypothetical protein Lal_00045043 [Lupinus albus],1
uncharacterized protein LOC116106967 [Pistacia vera],1
"hypothetical protein G975_03116, partial [Escherichia coli UMEA 3489-1]",2
hypothetical protein MEM_06229 [Candida albicans L26],1
hypothetical protein HMPREF9348_05585 [Escherichia coli MS 145-7],2
hypothetical protein CMV_025919 [Castanea mollissima],4
conserved hypothetical protein [Taylorella asinigenitalis 14/45],3
"hypothetical protein, partial [Chromobacterium sp. ASV5]",1
"hypothetical protein ESOG_03735, partial [Escherichia coli E101]",1
"LON peptidase substrate-binding domain-containing protein, partial [Escherichia coli]",1
hypothetical protein KM043_000143 [Ampulex compressa],1
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Acinetobacter sp. WCHA29],1
"similar to ribosomal protein S2, partial [Bos taurus]",1
hypothetical protein PS634_05424 [Pseudomonas fluorescens],1
"hypothetical protein EGK_03509, partial [Macaca mulatta]",1
"hypothetical protein FTRO_0420010, partial [Fructobacillus tropaeoli]",3
EC1118_1N9_0518p [Saccharomyces cerevisiae EC1118],1
hypothetical protein Ahy_A03g015797 [Arachis hypogaea],3
hypothetical protein SPHINGOAX6_40142 [Sphingomonas sp. AX6],1
"Hypothetical predicted protein, partial [Lynx pardinus]",2
putative uncharacterized protein [Azospirillum sp. CAG:260],1
protein of unknown function [Bradyrhizobium sp. ORS 285],3
hypothetical protein GCM10011494_40280 [Novosphingobium endophyticum],3
hypothetical protein BGLA2_990042 [Burkholderia gladioli],1
Lipoprotein [Lacticaseibacillus rhamnosus GG],8
hypothetical protein Lal_00015036 [Lupinus albus],3
hypothetical protein HMPREF0513_01843 [Limosilactobacillus fermentum 28-3-CHN],4
"predicted protein, partial [Micromonas pusilla CCMP1545]",1
phasin [Phyllobacterium sp. 2063],1
hypothetical protein BB14905_20880 [Bacillus sp. B14905],1
Cell wall-associated hydrolase [Enterococcus faecalis],3
hypothetical protein ALO42_200006 [Pseudomonas syringae pv. atrofaciens],1
hypothetical protein CRE_03576 [Caenorhabditis remanei],1
hypothetical protein COPEUT_02269 [Coprococcus eutactus ATCC 27759],1
cell wall-associated hydrolase [uncultured bacterium],1
hypothetical protein CER21_22070 [Klebsiella pneumoniae subsp. pneumoniae],1
hypothetical protein GCM10011415_42950 [Salipiger pallidus],1
hypothetical protein RKHAN_01262 [Rhizobium sp. Khangiran2],1
hypothetical protein C4679_24175 [Salmonella enterica subsp. enterica serovar Anatum],2
cell wall-associated hydrolase [uncultured bacterium A1Q1_fos_4],6
"hypothetical protein A5873_000156, partial [Enterococcus faecium]",1
hypothetical protein CTZ27_38935 [Streptomyces griseocarneus],1
"hypothetical protein BTA15_24575, partial [Vibrio parahaemolyticus]",1
hypothetical protein SSPH_04685 [Sporomusa sphaeroides DSM 2875],1
hypothetical protein C2M02_24300 [Serratia marcescens subsp. marcescens ATCC 13880],3
"MAG TPA: hypothetical protein, partial [Caudoviricetes sp.]",1
UPF0764 protein C16orf89-like [Pan paniscus],1
hypothetical protein GCM10011381_42320 [Klenkia taihuensis],1
unnamed protein product [Saccharomyces cerevisiae],1
conserved hypothetical protein [Heliomicrobium modesticaldum Ice1],2
hypothetical protein HMPREF9439_01518 [Parasutterella excrementihominis YIT 11859],2
"LysR family transcriptional regulator, partial [Burkholderia sp. LMG 13014]",1
hypothetical protein BN969_530 [Staphylococcus aureus],2
hypothetical protein EMEDMD4_370119 [Sinorhizobium medicae],2
MULTISPECIES: arginine N-succinyltransferase [Burkholderia],1
LOW QUALITY PROTEIN: identified by MetaGeneAnnotator [Elysia marginata],4
"tetratricopeptide repeat protein, partial [Geobacillus sp. LEMMJ02]",1
hypothetical protein SC08_Contig83orf03710 [Clostridium butyricum],1
hypothetical protein RAYM_09924 [Riemerella anatipestifer RA-YM],1
"alpha-1-B glycoprotein, partial [Homo sapiens]",1
"hypothetical protein SAICODRAFT_63049, partial [Saitoella complicata NRRL Y-17804]",1
hypothetical protein AB03_3268 [Escherichia coli 2-316-03_S1_C1],1
hypothetical protein AF07_01722 [Klebsiella pneumoniae CHS 51],1
hypothetical protein IPC612_03825 [Pseudomonas aeruginosa],2
hypothetical protein FFLO_07183 [Filobasidium floriforme],1
hypothetical protein A4T40_04415 [Escherichia coli],1
ATP-binding cassette domain-containing protein [Acidovorax carolinensis],1
hypothetical protein Lal_00009751 [Lupinus albus],7
"hypothetical protein RX33_03244, partial [Escherichia coli]",2
hypothetical protein ECDEC6D_0252 [Escherichia coli DEC6D],1
MULTISPECIES: phosphate ABC transporter substrate-binding protein PstS [Herbaspirillum],1
hypothetical protein L1887_62946 [Cichorium endivia],1
"hypothetical protein, partial [Longicatena sp. 210702-DFI.1.100]",2
conserved hypothetical protein [Bathymodiolus azoricus thioautotrophic gill symbiont],5
Ig-like domain-containing protein [Escherichia coli],2
MULTISPECIES: multidrug efflux RND transporter permease subunit CeoB [Burkholderia],1
hypothetical protein LAA29_20001 [Leuconostoc carnosum],4
hypothetical protein t2724 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2],2
hypothetical protein BN2475_1150021 [Paraburkholderia ribeironis],4
"hypothetical protein BT69DRAFT_1263872, partial [Atractiella rhizophila]",1
protein tar1 [Saccharomyces cerevisiae],3
MAG: glycerophosphodiester phosphodiesterase [Bosea sp. (in: a-proteobacteria)],1
Fmp45p [Saccharomyces cerevisiae Lalvin QA23],1
hypothetical protein EfaeDRAFT_0835 [Enterococcus faecium DO],1
MAG: hypothetical protein FD139_3430 [Methylocystaceae bacterium],2
"hypothetical protein F5884DRAFT_650258, partial [Xylogone sp. PMI_703]",3
"hypothetical protein KXX34_008752, partial [Aspergillus fumigatus]",2
"hypothetical protein WOSG25_580020, partial [Weissella oryzae SG25]",4
hypothetical conserved protein [Candidatus Nitrosoglobus terrae],2
hypothetical protein HMPREF9553_01205 [Escherichia coli MS 200-1],1
"AAA family ATPase, partial [Escherichia coli]",1
Uncharacterised protein (modular protein) [Candidatus Defluviicoccus seviourii],2
"hypothetical protein C1646_732304, partial [Rhizophagus diaphanus]",1
hypothetical protein SFyv_0545 [Shigella flexneri Shi06HN006],2
hypothetical protein ACN86_01675 [Escherichia coli],1
hypothetical protein B9W48_18620 [Acinetobacter baumannii],7
cytochrome P450 [Phyllobacterium calauticae],1
"hypothetical protein BTA15_24580, partial [Vibrio parahaemolyticus]",4
hypothetical protein AO261_16465 [Pseudomonas avellanae],1
MAG: hypothetical protein DCC67_18380 [Planctomycetota bacterium],1
hypothetical protein GBS1219_1757 [Streptococcus agalactiae SS1219],3
helix-turn-helix domain-containing protein [Phyllobacterium myrsinacearum],1
hypothetical protein ECOK1357_4217 [Escherichia coli OK1357],2
hypothetical protein [uncultured Acidobacteria bacterium HF4000_26D02],1
"hypothetical protein AZZ99_003607, partial [Serratia marcescens]",9
hypothetical protein GCM10010129_83120 [Streptomyces fumigatiscleroticus],1
"hypothetical protein L243_10600, partial [Salmonella enterica subsp. enterica serovar Worthington str. BCH-3008]",3
hypothetical protein Lal_00041355 [Lupinus albus],4
hypothetical protein VH1807_contig00010-0001 [Vibrio harveyi],1
putative uncharacterized protein [Sutterella wadsworthensis CAG:135],4
hypothetical protein CWC03_11580 [Pseudoalteromonas sp. S2755],1
ribokinase [uncultured bacterium A1Q1_fos_4],1
hypothetical protein BMI84_15390 [Vibrio parahaemolyticus],1
hypothetical protein SAMN05421510_107011 [Nitrosomonas ureae],1
hypothetical protein [uncultured alpha proteobacterium HF0010_13E22],1
putative uncharacterized domain protein [Carnobacterium maltaromaticum LMA28],1
"NYN domain-containing protein, partial [Achromobacter sp. GbtcB20]",1
"hypothetical protein ACN38_g13146, partial [Penicillium nordicum]",1
"FLT3LG isoform 12, partial [Pan troglodytes]",2
DUF1269 domain-containing protein [Schaalia odontolytica],1
hypothetical protein CIT292_08808 [Citrobacter youngae ATCC 29220],1
hypothetical protein GCM10007172_38630 [Sinomonas atrocyanea],1
Uncharacterised protein [Bordetella pertussis],1
hypothetical protein C5Z02_26160 [Bacteroides ovatus],1
hypothetical protein Lal_00041211 [Lupinus albus],7
hypothetical protein A0123_03441 [Gluconobacter cerinus],1
"hypothetical protein CARUB_v10012754mg, partial [Capsella rubella]",1
Uncharacterised protein [Serratia marcescens],1
"hypothetical protein CMV_028003, partial [Castanea mollissima]",9
hypothetical protein AA16663_0647 [Komagataeibacter rhaeticus DSM 16663],1
MULTISPECIES: inorganic diphosphatase [Herbaspirillum],1
hypothetical protein SAMN05444398_1356 [Roseovarius pacificus],1
"uncharacterized protein LOC111735491, partial [Pteropus vampyrus]",1
hypothetical protein E3AUHO_50570 [Klebsiella pneumoniae subsp. pneumoniae],2
hypothetical protein AGR4A_Cc30067 [Agrobacterium tumefaciens str. B6],1
Conserved protein [Lacticaseibacillus rhamnosus Lc 705],2
MULTISPECIES: DNA topoisomerase III [Herbaspirillum],1
"hypothetical protein BVRB_033130, partial [Beta vulgaris subsp. vulgaris]",3
hypothetical protein Cch02nite_83460 [Catellatospora chokoriensis],1
hypothetical protein BN163_2260002 [Clostridioides difficile T5],1
MAG: hypothetical protein E5V24_02000 [Mesorhizobium sp.],2
"4936_t:CDS:1, partial [Scutellospora calospora]",1
"hypothetical protein BO70DRAFT_303970, partial [Aspergillus heteromorphus CBS 117.55]",1
MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Burkholderia],1
"hypothetical protein, partial [Bacillus licheniformis]",1
hypothetical protein ECDEC3E_0327 [Escherichia coli DEC3E],2
hypothetical protein B739_1059 [Riemerella anatipestifer RA-CH-1],3
hypothetical protein UTI89_C0222 [Escherichia coli UTI89],4
hypothetical protein B566_EDAN018859 [Ephemera danica],2
MAG: hypothetical protein B6245_13290 [Desulfobacteraceae bacterium 4572_88],2
"dehydration responsive protein, partial [Corchorus tridens]",1
protein of unknown function [Bartonella clarridgeiae 73],2
hypothetical protein L6164_037454 [Bauhinia variegata],3
hypothetical protein EUBVEN_00058 [Eubacterium ventriosum ATCC 27560],1
"hypothetical protein BVRB_033340, partial [Beta vulgaris subsp. vulgaris]",1
hypothetical protein DSM25558_5494 [Agrobacterium sp. DSM 25558],1
hypothetical protein WYI_08664 [Ochrobactrum sp. CDB2],1
hypothetical protein CBM2634_A160233 [Cupriavidus taiwanensis],2
hypothetical protein IV68_GL001108 [Weissella halotolerans DSM 20190],5
"ATP synthase subunit 6, partial (mitochondrion) [Homo sapiens]",1
MAG: hypothetical protein AUK64_2547 [bacterium P201],1
hypothetical protein Csp_D29580 [Curvibacter putative symbiont of Hydra magnipapillata],1
hypothetical protein FQR65_LT19678 [Abscondita terminalis],1
Putative oRF58e {ECO:0000313|EMBL:EYA21976.1} [Pantoea ananatis],1
Uncharacterized protein MCB1EB_0095 [Mycoavidus cysteinexigens],1
hypothetical protein D052_4663 [Vibrio parahaemolyticus 10290],1
hypothetical protein CQA4T8M7_42260 [Sphaerotilus natans],2
hypothetical protein BN871_LE_00010 [Paenibacillus sp. P22],1
hypothetical protein AXD71_14890 [Listeria monocytogenes],1
"tetratricopeptide repeat protein, partial [Enterobacter hormaechei]",1
hypothetical protein Lal_00013661 [Lupinus albus],3
"alpha/beta hydrolase, partial [Burkholderia sp. LMG 13014]",1
hypothetical protein C4D60_Mb00t00830 [Musa balbisiana],2
hypothetical protein M6K072_2579 [Staphylococcus aureus],1
hypothetical protein Lal_00008501 [Lupinus albus],1
hypothetical protein CFP56_76972 [Quercus suber],1
"hypothetical protein ALO56_01921, partial [Pseudomonas viridiflava]",1
BAG family molecular chaperone regulator 1 isoform X2 [Trachypithecus francoisi],1
"hypothetical protein ADUPG1_007630, partial [Aduncisulcus paluster]",1
hypothetical protein AT53_00650 [Streptococcus equi subsp. zooepidemicus Sz5],2
hypothetical protein DORLON_02988 [Dorea longicatena DSM 13814],1
hypothetical protein GCM10008020_42620 [Massilia psychrophila],1
hypothetical protein F01_310057 [Burkholderia cenocepacia],3
"hypothetical protein J778_3782, partial [Acinetobacter baumannii 25253_5]",1
hypothetical protein G830_00217 [Escherichia coli HVH 176 (4-3428664)],1
"hypothetical protein KXW01_001159, partial [Aspergillus fumigatus]",1
hypothetical protein BN2475_1260008 [Paraburkholderia ribeironis],1
"hypothetical protein, partial [Acinetobacter baumannii]",3
hypothetical protein GCM10011324_45660 [Allosediminivita pacifica],1
conserved hypothetical protein [Agrobacterium tumefaciens str. B6],2
hypothetical protein HmCms172_04413 [Escherichia coli],3
conserved hypothetical protein [Marinobacter salarius],1
Fzo1p [Saccharomyces cerevisiae YJM1450],1
hCG1817513 [Homo sapiens],1
Uncharacterised protein [Algoriella xinjiangensis],1
conserved hypothetical protein [Mycobacterium tuberculosis EAS054],1
Nuclear prelamin A recognition factor [Myotis davidii],4
hypothetical protein AA19596_0968 [Acetobacter fabarum DSM 19596],2
proline-rich protein 12-like [Cavia porcellus],1
PEP-CTERM system TPR-repeat protein PrsT [Zoogloea sp. 1C4],1
hypothetical protein [Paenibacillus odorifer],1
hypothetical protein Lal_00008644 [Lupinus albus],1
hypothetical protein CS400_13905 [Lactiplantibacillus plantarum],2
hypothetical protein CLOBAR_01431 [Intestinibacter bartlettii DSM 16795],3
endopeptidase La [Candidatus Pandoraea novymonadis],1
"hypothetical protein ASPWEDRAFT_114358, partial [Aspergillus wentii DTO 134E9]",4
MAG: ceramide glucosyltransferase [Rhodobacteraceae bacterium GWE1_64_9],1
hypothetical protein ABB44_00855 [Companilactobacillus farciminis],2
hypothetical protein BIFADO_00015 [Bifidobacterium adolescentis L2-32],2
hypothetical protein GCM10017774_93700 [Lentzea cavernae],1
hypothetical protein PUN4_890016 [Paraburkholderia unamae],1
hypothetical protein [Macaca fascicularis],1
MULTISPECIES: hypothetical protein [Streptomyces],1
protein of unknown function [Xenorhabdus poinarii G6],1
hypothetical protein ALO51_101464 [Pseudomonas amygdali],1
hypothetical protein PFMALIP_01878 [Plasmodium falciparum MaliPS096_E11],1
"hypothetical protein BVRB_020780, partial [Beta vulgaris subsp. vulgaris]",2
hypothetical protein Xkoz_03867 [Xenorhabdus kozodoii],1
protein of unknown function [Chryseobacterium sp. JV274],1
hypothetical protein Lal_00005164 [Lupinus albus],1
hypothetical protein BSQ39_10860 [Loigolactobacillus backii],4
"hypothetical protein HMPREF1305_04200, partial [Klebsiella pneumoniae subsp. pneumoniae WGLW1]",1
"hypothetical protein BVRB_017580, partial [Beta vulgaris subsp. vulgaris]",3
hypothetical protein DAPPUDRAFT_118838 [Daphnia pulex],8
"serine acetyltransferase, partial [Vibrio cholerae]",1
LysR family transcription regulator protein [Herbaspirillum sp. GW103],1
MULTISPECIES: TerC family protein [unclassified Herbaspirillum],1
"Hypothetical protein Tpal_2817, partial [Trichococcus palustris]",3
serine acetyltransferase [Vibrio parahaemolyticus],2
hypothetical protein Lal_00046484 [Lupinus albus],8
hypothetical protein [uncultured gamma proteobacterium EB000_65A11],2
hypothetical protein THAOC_21441 [Thalassiosira oceanica],1
hypothetical protein [Serratia nevei],1
hypothetical protein GTC3P0254_46300 [Burkholderia pseudomallei],1
hypothetical protein WK25_08845 [Burkholderia latens],1
SDR family oxidoreductase [Burkholderia contaminans],1
hypothetical protein MARHY0556 [Marinobacter nauticus ATCC 49840],1
hypothetical protein GCM10010182_83200 [Actinomadura cremea],2
protein of unknown function [Methylorubrum extorquens],3
conserved hypothetical protein [Listeria monocytogenes str. 4b H7858],2
"hypothetical protein HMPREF9520_01409, partial [Enterococcus faecalis TX1467]",2
hypothetical protein HMPREF0022_00012 [Acinetobacter baumannii 6014059],2
hypothetical protein BN2475_250140 [Paraburkholderia ribeironis],1
"MetaGeneMark_Unknown Function, partial [uncultured bacterium]",3
"hypothetical protein GWI33_013314, partial [Rhynchophorus ferrugineus]",2
hypothetical protein AC564_3197 [Lacticaseibacillus paracasei],1
hLAT1-3TM [Homo sapiens],1
"hypothetical protein NEUTE2DRAFT_35725, partial [Neurospora tetrasperma FGSC 2509]",1
conserved hypothetical protein [methanotrophic bacterial endosymbiont of Bathymodiolus sp.],1
hypothetical protein [uncultured bacterium A1Q1_fos_291],3
RNAase [Staphylococcus aureus MUM270],2
unnamed protein product [Linum tenue],1
hypothetical protein Lal_00037292 [Lupinus albus],1
hCG2019873 [Homo sapiens],1
"hypothetical protein SMU94_09644, partial [Streptococcus mutans 66-2A]",3
hypothetical protein GCM10010985_61530 [Caballeronia grimmiae],4
hypothetical protein ABNIH6_01795 [Acinetobacter baumannii ABNIH6],1
"hypothetical protein KI387_019767, partial [Taxus chinensis]",1
hypothetical protein Lal_00001516 [Lupinus albus],6
"LOW QUALITY PROTEIN: hypothetical protein BBNG_01845, partial [Bifidobacterium bifidum NCIMB 41171]",1
hypothetical protein C8322_01845 [Acinetobacter sp. SM1B],2
hypothetical protein CEAn_00237 [Coxiella endosymbiont of Amblyomma nuttalli],1
hypothetical protein CE205_22055 [Achromobacter insolitus],3
hypothetical protein GCM10011326_48590 [Salipiger profundus],2
hypothetical protein SETTUDRAFT_111947 [Exserohilum turcica Et28A],1
hypothetical protein PSPTO_5459 [Pseudomonas syringae pv. tomato str. DC3000],2
hypothetical protein C5L31_001631 [Secundilactobacillus malefermentans],1
hypothetical protein BCEP4_2300002 [Burkholderia cepacia],1
hypothetical protein NUKP28_49010 [Klebsiella quasipneumoniae],1
hypothetical protein E2562_023235 [Oryza meyeriana var. granulata],1
bridging integrator 3 [Homo sapiens],1
hypothetical protein RAZWK3B_11306 [Roseobacter sp. AzwK-3b],3
YebC/PmpR family DNA-binding transcriptional regulator [Phyllobacterium calauticae],1
hypothetical protein Lal_00014815 [Lupinus albus],5
Hsp20/alpha crystallin family protein [Burkholderia contaminans],1
hypothetical protein APECO1_1785 [Escherichia coli APEC O1],2
"hypothetical protein J930_3585, partial [Acinetobacter baumannii 44437_7]",1
conserved protein of unknown function [Enterobacter cancerogenus],1
Uncharacterized protein {ECO:0000313|EMBL:EUL48856.1} [Pantoea ananatis],1
hypothetical protein LR68_04456 [Anoxybacillus sp. BCO1],1
hypothetical protein CBM2615_A240340 [Cupriavidus taiwanensis],2
"hypothetical protein AZZ96_004950, partial [Klebsiella pneumoniae]",1
